Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,labels
Lanao Del Sur,PH153600000,Sarigidan Madiar,PH153611085,0 ns
Lanao Del Sur,PH153600000,Sawir,PH153618035,0 ns
Lanao Del Sur,PH153600000,Sekun Matampay,PH153609030,0 ns
Lanao Del Sur,PH153600000,Serran Village,PH153630038,2 low outlier
Lanao Del Sur,PH153600000,Sigayan,PH153638041,0 ns
Lanao Del Sur,PH153600000,Sigayan,PH153639013,0 ns
Lanao Del Sur,PH153600000,Sigayan Proper,PH153627061,3 cold spot
Lanao Del Sur,PH153600000,Silid,PH153604042,0 ns
Lanao Del Sur,PH153600000,Singcara,PH153636030,0 ns
Lanao Del Sur,PH153600000,Sogod Kaloy,PH153613051,0 ns
Lanao Del Sur,PH153600000,Sogod Madaya,PH153609020,0 ns
Lanao Del Sur,PH153600000,Soldaroro,PH153605028,0 ns
Lanao Del Sur,PH153600000,Somiorang,PH153617123,2 low outlier
Lanao Del Sur,PH153600000,Somiorang Bandingun,PH153627060,3 cold spot
Lanao Del Sur,PH153600000,South Madaya Proper,PH153617124,1 hot spot
Lanao Del Sur,PH153600000,Sugan,PH153619039,0 ns
Lanao Del Sur,PH153600000,Sugod,PH153601025,0 ns
Lanao Del Sur,PH153600000,Sugod,PH153604043,3 cold spot
Lanao Del Sur,PH153600000,Sugod,PH153613033,0 ns
Lanao Del Sur,PH153600000,Sugod I,PH153629034,0 ns
Lanao Del Sur,PH153600000,Sugod Mawatan,PH153629036,0 ns
Lanao Del Sur,PH153600000,Sugod Proper,PH153617125,0 ns
Lanao Del Sur,PH153600000,Sultan Pandapatan,PH153604044,3 cold spot
Lanao Del Sur,PH153600000,Sultan Pangadapun,PH153624094,0 ns
Lanao Del Sur,PH153600000,Sumbag (Pob.),PH153604045,0 ns
Lanao Del Sur,PH153600000,Sumbaga Rogong,PH153629037,0 ns
Lanao Del Sur,PH153600000,Sumbagarogong,PH153615079,0 ns
Lanao Del Sur,PH153600000,Sumugot,PH153637021,0 ns
Lanao Del Sur,PH153600000,Sundig,PH153607056,1 hot spot
Lanao Del Sur,PH153600000,Sundiga Bayabao,PH153624086,0 ns
Lanao Del Sur,PH153600000,Sunding,PH153627063,3 cold spot
Lanao Del Sur,PH153600000,Sungcod,PH153625036,0 ns
Lanao Del Sur,PH153600000,Sunggod,PH153606052,0 ns
Lanao Del Sur,PH153600000,Sunggod,PH153611089,0 ns
Lanao Del Sur,PH153600000,Sunggod,PH153627062,3 cold spot
Lanao Del Sur,PH153600000,Supangan,PH153627064,0 ns
Lanao Del Sur,PH153600000,Taboro,PH153606053,0 ns
Lanao Del Sur,PH153600000,Tabuan,PH153609021,0 ns
Lanao Del Sur,PH153600000,Tabuan,PH153639014,0 ns
Lanao Del Sur,PH153600000,Tacub,PH153615063,0 ns
Lanao Del Sur,PH153600000,Tacub,PH153616083,0 ns
Lanao Del Sur,PH153600000,Taganonok,PH153609022,0 ns
Lanao Del Sur,PH153600000,Tagoloan Poblacion,PH153638042,3 cold spot
Lanao Del Sur,PH153600000,Tagoranao,PH153604046,0 ns
Lanao Del Sur,PH153600000,Tagoranao,PH153632054,0 ns
Lanao Del Sur,PH153600000,Tagoranao,PH153640007,0 ns
Lanao Del Sur,PH153600000,Talaguian,PH153622041,0 ns
Lanao Del Sur,PH153600000,Talao,PH153621033,0 ns
Lanao Del Sur,PH153600000,Taliboboka,PH153632055,0 ns
Lanao Del Sur,PH153600000,Taliogon,PH153609023,4 high outlier
Lanao Del Sur,PH153600000,Taluan,PH153611091,1 hot spot
Lanao Del Sur,PH153600000,Talub,PH153603050,0 ns
Lanao Del Sur,PH153600000,Talub,PH153626049,3 cold spot
Lanao Del Sur,PH153600000,Talub,PH153624087,0 ns
Lanao Del Sur,PH153600000,Talub Langi,PH153618042,0 ns
Lanao Del Sur,PH153600000,Tambac,PH153605030,0 ns
Lanao Del Sur,PH153600000,Tambac,PH153612048,0 ns
Lanao Del Sur,PH153600000,Tambac,PH153632056,0 ns
Lanao Del Sur,PH153600000,Tambara,PH153615064,0 ns
Lanao Del Sur,PH153600000,Tambo,PH153601026,0 ns
Lanao Del Sur,PH153600000,Tambo,PH153614023,0 ns
Lanao Del Sur,PH153600000,Tambo,PH153621034,3 cold spot
Lanao Del Sur,PH153600000,Tambo (Pob.),PH153623033,0 ns
Lanao Del Sur,PH153600000,Tamboro Cormatan,PH153618082,0 ns
Lanao Del Sur,PH153600000,Tamlang,PH153611094,0 ns
Lanao Del Sur,PH153600000,Tamlang,PH153623034,3 cold spot
Lanao Del Sur,PH153600000,Tampilong,PH153617126,1 hot spot
Lanao Del Sur,PH153600000,Tamporong,PH153613034,0 ns
Lanao Del Sur,PH153600000,Tangcal,PH153604047,3 cold spot
Lanao Del Sur,PH153600000,Tangcal,PH153633029,0 ns
Lanao Del Sur,PH153600000,Tangcal,PH153628036,0 ns
Lanao Del Sur,PH153600000,Tangcal,PH153629038,0 ns
Lanao Del Sur,PH153600000,Tangcal Proper (Pob.),PH153604048,0 ns
Lanao Del Sur,PH153600000,Tantua Raya,PH153603052,4 high outlier
Lanao Del Sur,PH153600000,Tapocan,PH153621035,0 ns
Lanao Del Sur,PH153600000,Taporog,PH153622043,0 ns
Lanao Del Sur,PH153600000,Taporug,PH153621036,0 ns
Lanao Del Sur,PH153600000,Tarik,PH153633030,3 cold spot
Lanao Del Sur,PH153600000,Tataya,PH153602056,0 ns
Lanao Del Sur,PH153600000,Tatayawan North,PH153626050,0 ns
Lanao Del Sur,PH153600000,Tatayawan South,PH153626052,0 ns
Lanao Del Sur,PH153600000,Tawaan,PH153621037,0 ns
Lanao Del Sur,PH153600000,Timbab,PH153607062,0 ns
Lanao Del Sur,PH153600000,Timbangalan,PH153617127,1 hot spot
Lanao Del Sur,PH153600000,Timbangan,PH153605033,0 ns
Lanao Del Sur,PH153600000,Tiongcop,PH153615066,0 ns
Lanao Del Sur,PH153600000,Tiowi,PH153607060,0 ns
Lanao Del Sur,PH153600000,Tolali,PH153617131,1 hot spot
Lanao Del Sur,PH153600000,Tomambiling Lumbaca Ingud,PH153618085,0 ns
Lanao Del Sur,PH153600000,Tomarompong,PH153603051,0 ns
Lanao Del Sur,PH153600000,Tomarompong,PH153604050,3 cold spot
Lanao Del Sur,PH153600000,Tomarompong,PH153623036,3 cold spot
Lanao Del Sur,PH153600000,Tomongcal Ligi,PH153604051,3 cold spot
Lanao Del Sur,PH153600000,Tongantongan,PH153613035,0 ns
Lanao Del Sur,PH153600000,Tongantongan-Tuca Timbangalan,PH153617137,0 ns
Lanao Del Sur,PH153600000,Tongcopan,PH153611096,0 ns
Lanao Del Sur,PH153600000,Torogan,PH153604052,3 cold spot
Lanao Del Sur,PH153600000,Torogan,PH153635049,0 ns
Lanao Del Sur,PH153600000,Toros,PH153617133,0 ns
Lanao Del Sur,PH153600000,Towanao Arangga,PH153618083,0 ns
Lanao Del Sur,PH153600000,Tringun,PH153641009,0 ns
Lanao Del Sur,PH153600000,Tual,PH153635050,0 ns
Lanao Del Sur,PH153600000,Tubaran,PH153614022,0 ns
Lanao Del Sur,PH153600000,Tubaran Proper,PH153628037,0 ns
Lanao Del Sur,PH153600000,Tuboc,PH153615068,1 hot spot
Lanao Del Sur,PH153600000,Tubok,PH153626054,0 ns
Lanao Del Sur,PH153600000,Tuca,PH153605034,0 ns
Lanao Del Sur,PH153600000,Tuca,PH153614025,0 ns
Lanao Del Sur,PH153600000,Tuca,PH153617134,0 ns
Lanao Del Sur,PH153600000,Tuca,PH153635052,0 ns
Lanao Del Sur,PH153600000,Tuca (Pob.),PH153604049,0 ns
Lanao Del Sur,PH153600000,Tuca Ambolong,PH153617129,0 ns
Lanao Del Sur,PH153600000,Tuca Kialdan,PH153616112,0 ns
Lanao Del Sur,PH153600000,Tuca Marinaut,PH153617136,0 ns
Lanao Del Sur,PH153600000,Tuka,PH153623035,0 ns
Lanao Del Sur,PH153600000,Tuka,PH153633031,3 cold spot
Lanao Del Sur,PH153600000,Tuka Bubong,PH153603053,0 ns
Lanao Del Sur,PH153600000,Tuka I,PH153601027,0 ns
Lanao Del Sur,PH153600000,Tuka II,PH153601028,0 ns
Lanao Del Sur,PH153600000,Tulay,PH153614031,0 ns
Lanao Del Sur,PH153600000,Tupa-an Buadiatupa,PH153627069,3 cold spot
Lanao Del Sur,PH153600000,Turogan,PH153611097,0 ns
Lanao Del Sur,PH153600000,Ubanoban,PH153635053,0 ns
Lanao Del Sur,PH153600000,Udalo,PH153621038,0 ns
Lanao Del Sur,PH153600000,Udangun,PH153613036,3 cold spot
Lanao Del Sur,PH153600000,Unda Dayawan,PH153618088,0 ns
Lanao Del Sur,PH153600000,Upper Igabay,PH153639015,0 ns
Lanao Del Sur,PH153600000,Upper Itil,PH153602043,0 ns
Lanao Del Sur,PH153600000,Upper Pugaan,PH153624095,0 ns
Lanao Del Sur,PH153600000,Uyaan Proper (Pob.),PH153614027,0 ns
Lanao Del Sur,PH153600000,Wago,PH153628038,0 ns
Lanao Del Sur,PH153600000,Wago,PH153636033,0 ns
Lanao Del Sur,PH153600000,Wawalayan Calocan,PH153617138,0 ns
Lanao Del Sur,PH153600000,Wawalayan Marinaut,PH153617139,1 hot spot
Lanao Del Sur,PH153600000,Western Wao (Pob.),PH153630042,1 hot spot
Lanao Del Sur,PH153600000,Yaran,PH153623037,0 ns
Maguindanao,PH153800000,Adaon,PH153831001,0 ns
Maguindanao,PH153800000,Ahan,PH153825001,3 cold spot
Maguindanao,PH153800000,Alamada,PH153812001,0 ns
Maguindanao,PH153800000,Alip (Pob.),PH153805001,0 ns
Maguindanao,PH153800000,Alonganan,PH153806001,3 cold spot
Maguindanao,PH153800000,Alonganan,PH153836001,3 cold spot
Maguindanao,PH153800000,Ambadao,PH153806002,0 ns
Maguindanao,PH153800000,Ambolodto,PH153807001,0 ns
Maguindanao,PH153800000,Ampuan,PH153802001,0 ns
Maguindanao,PH153800000,Andavit,PH153836002,0 ns
Maguindanao,PH153800000,Angkayamat,PH153813001,0 ns
Maguindanao,PH153800000,Aratuc,PH153802002,0 ns
Maguindanao,PH153800000,Awang,PH153807002,1 hot spot
Maguindanao,PH153800000,Badak,PH153807003,0 ns
Maguindanao,PH153800000,Badak,PH153819001,0 ns
Maguindanao,PH153800000,Bagan,PH153825002,0 ns
Maguindanao,PH153800000,Bagoenged,PH153807004,2 low outlier
Maguindanao,PH153800000,Bagoenged,PH153810001,0 ns
Maguindanao,PH153800000,Bagong,PH153808002,0 ns
Maguindanao,PH153800000,Bagumbayan,PH153814001,3 cold spot
Maguindanao,PH153800000,Bagumbong,PH153820001,0 ns
Maguindanao,PH153800000,Baital,PH153829001,0 ns
Maguindanao,PH153800000,Baka,PH153807005,0 ns
Maguindanao,PH153800000,Bakat,PH153837001,0 ns
Maguindanao,PH153800000,Bakat,PH153829002,0 ns
Maguindanao,PH153800000,Balanakan,PH153806005,0 ns
Maguindanao,PH153800000,Balanakan,PH153836003,3 cold spot
Maguindanao,PH153800000,Balatungkayo (Batungkayo),PH153822001,0 ns
Maguindanao,PH153800000,Balong,PH153806006,0 ns
Maguindanao,PH153800000,Balong,PH153834001,0 ns
Maguindanao,PH153800000,Balut,PH153824001,0 ns
Maguindanao,PH153800000,Banaba,PH153828001,0 ns
Maguindanao,PH153800000,Banatin,PH153812003,0 ns
Maguindanao,PH153800000,Bantek,PH153815028,0 ns
Maguindanao,PH153800000,Banubo,PH153812004,0 ns
Maguindanao,PH153800000,Barira (Pob.),PH153818001,0 ns
Maguindanao,PH153800000,Barurao,PH153813003,0 ns
Maguindanao,PH153800000,Bayabas,PH153815003,0 ns
Maguindanao,PH153800000,Bayanga Norte,PH153809001,0 ns
Maguindanao,PH153800000,Bayanga Sur,PH153809002,1 hot spot
Maguindanao,PH153800000,Benolen,PH153807006,2 low outlier
Maguindanao,PH153800000,Bialong,PH153808004,3 cold spot
Maguindanao,PH153800000,Biarong,PH153817002,0 ns
Maguindanao,PH153800000,Binangga North,PH153816028,0 ns
Maguindanao,PH153800000,Binangga South,PH153816032,0 ns
Maguindanao,PH153800000,Bintan (Bentan),PH153821002,2 low outlier
Maguindanao,PH153800000,Bitu,PH153807007,0 ns
Maguindanao,PH153800000,Blensong,PH153815004,0 ns
Maguindanao,PH153800000,Boboguiron,PH153816005,0 ns
Maguindanao,PH153800000,Boliok,PH153824002,2 low outlier
Maguindanao,PH153800000,Bonawan,PH153805017,0 ns
Maguindanao,PH153800000,Bongo,PH153817003,0 ns
Maguindanao,PH153800000,Bongo Island (Litayen),PH153811014,4 high outlier
Maguindanao,PH153800000,Bongued,PH153807008,0 ns
Maguindanao,PH153800000,Borongotan,PH153815002,0 ns
Maguindanao,PH153800000,Brar,PH153831002,0 ns
Maguindanao,PH153800000,Bualan,PH153818002,0 ns
Maguindanao,PH153800000,Buayan,PH153806008,4 high outlier
Maguindanao,PH153800000,Buayan,PH153836004,3 cold spot
Maguindanao,PH153800000,Bugabungan,PH153815005,0 ns
Maguindanao,PH153800000,Bugasan Norte,PH153809003,0 ns
Maguindanao,PH153800000,Bugasan Sur (Pob.),PH153809004,1 hot spot
Maguindanao,PH153800000,Bugawas,PH153807009,0 ns
Maguindanao,PH153800000,Bulalo,PH153812006,1 hot spot
Maguindanao,PH153800000,Bulayan,PH153827001,3 cold spot
Maguindanao,PH153800000,Bulibod,PH153812007,0 ns
Maguindanao,PH153800000,Buliok,PH153810004,0 ns
Maguindanao,PH153800000,Bulit,PH153822002,0 ns
Maguindanao,PH153800000,Bulod,PH153805018,0 ns
Maguindanao,PH153800000,Bulod,PH153813004,4 high outlier
Maguindanao,PH153800000,Bulod,PH153819002,0 ns
Maguindanao,PH153800000,Bulod,PH153822003,0 ns
Maguindanao,PH153800000,Bungabong,PH153824003,0 ns
Maguindanao,PH153800000,Bungcog,PH153815006,0 ns
Maguindanao,PH153800000,Buterin,PH153814026,0 ns
Maguindanao,PH153800000,Butilen,PH153836005,0 ns
Maguindanao,PH153800000,Cabayuan,PH153802005,0 ns
Maguindanao,PH153800000,Calaan (Pob.),PH153802007,0 ns
Maguindanao,PH153800000,Calsada,PH153812009,0 ns
Maguindanao,PH153800000,Campo,PH153823005,0 ns
Maguindanao,PH153800000,Campo Islam,PH153811031,2 low outlier
Maguindanao,PH153800000,Capiton,PH153807010,1 hot spot
Maguindanao,PH153800000,Cotongan,PH153811027,0 ns
Maguindanao,PH153800000,Crossing Simuay,PH153812010,0 ns
Maguindanao,PH153800000,Dabenayan,PH153820002,0 ns
Maguindanao,PH153800000,Dado,PH153806010,3 cold spot
Maguindanao,PH153800000,Dado,PH153836006,3 cold spot
Maguindanao,PH153800000,Dados,PH153807011,2 low outlier
Maguindanao,PH153800000,Dadtumog (Dadtumeg),PH153814003,3 cold spot
Maguindanao,PH153800000,Dagurongan,PH153824004,0 ns
Maguindanao,PH153800000,Daladagan,PH153832001,0 ns
Maguindanao,PH153800000,Daladap,PH153820003,3 cold spot
Maguindanao,PH153800000,Dale-Bong,PH153837002,0 ns
Maguindanao,PH153800000,Dalgan,PH153810025,0 ns
Maguindanao,PH153800000,Dalican Poblacion,PH153807013,0 ns
Maguindanao,PH153800000,Dalumangcob (Pob.),PH153812012,0 ns
Maguindanao,PH153800000,Damabalas,PH153806011,0 ns
Maguindanao,PH153800000,Damabalas,PH153836007,3 cold spot
Maguindanao,PH153800000,Damablac,PH153816007,0 ns
Maguindanao,PH153800000,Damakling,PH153823001,0 ns
Maguindanao,PH153800000,Damalasak,PH153810006,1 hot spot
Maguindanao,PH153800000,Damalusay,PH153805016,0 ns
Maguindanao,PH153800000,Damalusay,PH153823002,0 ns
Maguindanao,PH153800000,Damaniog,PH153812052,0 ns
Maguindanao,PH153800000,Damatog,PH153834002,0 ns
Maguindanao,PH153800000,Damawato,PH153805003,3 cold spot
Maguindanao,PH153800000,Dapantis,PH153829003,0 ns
Maguindanao,PH153800000,Dapiawan,PH153826002,0 ns
Maguindanao,PH153800000,Darampua,PH153813006,0 ns
Maguindanao,PH153800000,Darapanan,PH153812013,0 ns
Maguindanao,PH153800000,Darugao,PH153815008,0 ns
Maguindanao,PH153800000,Dasawao,PH153837003,0 ns
Maguindanao,PH153800000,Dasikil,PH153820004,3 cold spot
Maguindanao,PH153800000,Datalpandan,PH153825003,3 cold spot
Maguindanao,PH153800000,Datang,PH153805019,3 cold spot
Maguindanao,PH153800000,Datu Bakal,PH153837004,3 cold spot
Maguindanao,PH153800000,Datu Kilay,PH153837005,0 ns
Maguindanao,PH153800000,Datu Macarimbang Biruar,PH153811032,0 ns
Maguindanao,PH153800000,Dicalongan (Pob.),PH153801004,0 ns
Maguindanao,PH153800000,Digal,PH153803008,1 hot spot
Maguindanao,PH153800000,Dimampao,PH153828002,0 ns
Maguindanao,PH153800000,Dinaig Proper,PH153807014,1 hot spot
Maguindanao,PH153800000,Dinganen,PH153802009,0 ns
Maguindanao,PH153800000,Duaminanga,PH153806015,3 cold spot
Maguindanao,PH153800000,Duaminanga,PH153836008,0 ns
Maguindanao,PH153800000,Duguengen,PH153837006,0 ns
Maguindanao,PH153800000,Dulangan,PH153807015,0 ns
Maguindanao,PH153800000,Dungguan,PH153822004,0 ns
Maguindanao,PH153800000,Edcor (Gallego Edcor),PH153802011,0 ns
Maguindanao,PH153800000,Elbebe,PH153805020,3 cold spot
Maguindanao,PH153800000,Elian,PH153826003,0 ns
Maguindanao,PH153800000,Fugotan,PH153816008,0 ns
Maguindanao,PH153800000,Fukol,PH153816009,0 ns
Maguindanao,PH153800000,Gadung,PH153818003,0 ns
Maguindanao,PH153800000,Gadungan,PH153811008,0 ns
Maguindanao,PH153800000,Gadungan,PH153821003,0 ns
Maguindanao,PH153800000,Gadungan,PH153813008,0 ns
Maguindanao,PH153800000,Gadunganpedpandaran,PH153811033,0 ns
Maguindanao,PH153800000,Galakit,PH153810008,2 low outlier
Maguindanao,PH153800000,Gambar,PH153814005,3 cold spot
Maguindanao,PH153800000,Ganasi,PH153815009,0 ns
Maguindanao,PH153800000,Gang,PH153812014,0 ns
Maguindanao,PH153800000,Ganta,PH153814006,0 ns
Maguindanao,PH153800000,Ganta,PH153837007,3 cold spot
Maguindanao,PH153800000,Gaunan,PH153829004,0 ns
Maguindanao,PH153800000,Gawang,PH153826005,0 ns
Maguindanao,PH153800000,Gayonga,PH153834003,0 ns
Maguindanao,PH153800000,Guiawa,PH153834004,0 ns
Maguindanao,PH153800000,Guiday T. Biruar,PH153811010,0 ns
Maguindanao,PH153800000,Guinibon,PH153828003,0 ns
Maguindanao,PH153800000,Gumagadong Calawag,PH153811009,2 low outlier
Maguindanao,PH153800000,Iganagampong,PH153827002,0 ns
Maguindanao,PH153800000,Inaladan,PH153837008,3 cold spot
Maguindanao,PH153800000,Inawan,PH153812015,0 ns
Maguindanao,PH153800000,Indatuan,PH153834005,0 ns
Maguindanao,PH153800000,Inug-ug,PH153810009,2 low outlier
Maguindanao,PH153800000,Itaw,PH153817004,0 ns
Maguindanao,PH153800000,Kabakaba,PH153815010,0 ns
Maguindanao,PH153800000,Kabengi,PH153826007,0 ns
Maguindanao,PH153800000,Kabuan,PH153811030,0 ns
Maguindanao,PH153800000,Kabuling,PH153833001,1 hot spot
Maguindanao,PH153800000,Kabuntalan,PH153812016,0 ns
Maguindanao,PH153800000,Kakal,PH153801011,0 ns
Maguindanao,PH153800000,Kakal,PH153823006,0 ns
Maguindanao,PH153800000,Kakar,PH153812017,0 ns
Maguindanao,PH153800000,Kakar,PH153807017,0 ns
Maguindanao,PH153800000,Kaladturan,PH153819005,0 ns
Maguindanao,PH153800000,Kalbugan,PH153810010,0 ns
Maguindanao,PH153800000,Kalian,PH153832002,0 ns
Maguindanao,PH153800000,Kalipapa,PH153806021,3 cold spot
Maguindanao,PH153800000,Kalipapa,PH153836009,3 cold spot
Maguindanao,PH153800000,Kalumamis,PH153825004,0 ns
Maguindanao,PH153800000,Kalumenga (Kalumanga),PH153805014,3 cold spot
Maguindanao,PH153800000,Kamasi,PH153801012,0 ns
Maguindanao,PH153800000,Kanguan,PH153806039,0 ns
Maguindanao,PH153800000,Kapimpilan,PH153812018,0 ns
Maguindanao,PH153800000,Kapimpilan,PH153834006,0 ns
Maguindanao,PH153800000,Kapinpilan,PH153801014,0 ns
Maguindanao,PH153800000,Karim,PH153802008,0 ns
Maguindanao,PH153800000,Katamlangan (Matampay),PH153812028,0 ns
Maguindanao,PH153800000,Kateman,PH153825005,0 ns
Maguindanao,PH153800000,Katibpuan,PH153816013,0 ns
Maguindanao,PH153800000,Katidtuan,PH153812019,0 ns
Maguindanao,PH153800000,Katidtuan,PH153814008,0 ns
Maguindanao,PH153800000,Katil,PH153805004,0 ns
Maguindanao,PH153800000,Katuli,PH153812020,0 ns
Maguindanao,PH153800000,Kauran,PH153801015,0 ns
Maguindanao,PH153800000,Kaya-kaya,PH153828004,0 ns
Maguindanao,PH153800000,Kayaga,PH153833002,0 ns
Maguindanao,PH153800000,Kayupo (Cuyapo),PH153833003,0 ns
Maguindanao,PH153800000,Kedati,PH153816014,0 ns
Maguindanao,PH153800000,Kenebeka,PH153807018,0 ns
Maguindanao,PH153800000,Kibleg,PH153815012,0 ns
Maguindanao,PH153800000,Kibucay,PH153815013,0 ns
Maguindanao,PH153800000,Kidama,PH153809005,2 low outlier
Maguindanao,PH153800000,Kiga,PH153815014,0 ns
Maguindanao,PH153800000,Kigan,PH153817005,0 ns
Maguindanao,PH153800000,Kiladap,PH153821004,0 ns
Maguindanao,PH153800000,Kilalan,PH153821005,0 ns
Maguindanao,PH153800000,Kilangan,PH153810013,0 ns
Maguindanao,PH153800000,Kinimi,PH153830001,0 ns
Maguindanao,PH153800000,Kinitan (Kinitaan),PH153815017,0 ns
Maguindanao,PH153800000,Kirkir,PH153824005,3 cold spot
Maguindanao,PH153800000,Kitango,PH153826008,0 ns
Maguindanao,PH153800000,Kitapok,PH153826009,0 ns
Maguindanao,PH153800000,Korosoyan,PH153818012,0 ns
Maguindanao,PH153800000,Kubentong,PH153835001,3 cold spot
Maguindanao,PH153800000,Kudal,PH153810014,0 ns
Maguindanao,PH153800000,Kuden,PH153821006,0 ns
Maguindanao,PH153800000,Kulambog,PH153813013,0 ns
Maguindanao,PH153800000,Kulasi,PH153819006,3 cold spot
Maguindanao,PH153800000,Kulimpang,PH153802012,0 ns
Maguindanao,PH153800000,Kuloy,PH153808011,0 ns
Maguindanao,PH153800000,Kurintem,PH153807019,0 ns
Maguindanao,PH153800000,Kusiong,PH153807020,0 ns
Maguindanao,PH153800000,Kuya,PH153817001,1 hot spot
Maguindanao,PH153800000,Labu-labu,PH153808012,0 ns
Maguindanao,PH153800000,Labu-labu I,PH153835002,0 ns
Maguindanao,PH153800000,Labu-labu II,PH153835003,0 ns
Maguindanao,PH153800000,Labungan,PH153807021,0 ns
Maguindanao,PH153800000,Ladia,PH153812023,0 ns
Maguindanao,PH153800000,Laguitan,PH153830002,0 ns
Maguindanao,PH153800000,Lambayao,PH153825006,0 ns
Maguindanao,PH153800000,Lamin,PH153818013,0 ns
Maguindanao,PH153800000,Lamud,PH153817006,0 ns
Maguindanao,PH153800000,Landasan (Sarmiento),PH153811012,0 ns
Maguindanao,PH153800000,Langco,PH153809008,0 ns
Maguindanao,PH153800000,Langeban,PH153814009,3 cold spot
Maguindanao,PH153800000,Langgapanan,PH153813015,0 ns
Maguindanao,PH153800000,Langkong,PH153809009,0 ns
Maguindanao,PH153800000,Lanting,PH153816018,0 ns
Maguindanao,PH153800000,Lao-lao,PH153819007,0 ns
Maguindanao,PH153800000,Lapaken,PH153830003,0 ns
Maguindanao,PH153800000,Lapok (Lepok),PH153808013,3 cold spot
Maguindanao,PH153800000,Lasangan,PH153819008,0 ns
Maguindanao,PH153800000,Layog,PH153810015,0 ns
Maguindanao,PH153800000,Lepak,PH153833004,0 ns
Maguindanao,PH153800000,Liab,PH153820006,0 ns
Maguindanao,PH153800000,Libungan,PH153834007,3 cold spot
Maguindanao,PH153800000,Libutan,PH153820007,3 cold spot
Maguindanao,PH153800000,Libutan,PH153837015,0 ns
Maguindanao,PH153800000,Limbalud,PH153822005,0 ns
Maguindanao,PH153800000,Limbayan,PH153811013,0 ns
Maguindanao,PH153800000,Limbo,PH153812024,1 hot spot
Maguindanao,PH153800000,Limpongo,PH153835004,0 ns
Maguindanao,PH153800000,Linamunan,PH153816019,0 ns
Maguindanao,PH153800000,Linandangan,PH153810017,0 ns
Maguindanao,PH153800000,Linantangan,PH153837009,3 cold spot
Maguindanao,PH153800000,Linek,PH153807022,0 ns
Maguindanao,PH153800000,Liong,PH153806025,3 cold spot
Maguindanao,PH153800000,Liong,PH153814011,3 cold spot
Maguindanao,PH153800000,Liong,PH153818004,0 ns
Maguindanao,PH153800000,Liong,PH153836010,3 cold spot
Maguindanao,PH153800000,Lipa,PH153818005,0 ns
Maguindanao,PH153800000,Lipao,PH153805021,0 ns
Maguindanao,PH153800000,Lipawan,PH153818006,0 ns
Maguindanao,PH153800000,Lomoyon,PH153805013,3 cold spot
Maguindanao,PH153800000,Looy,PH153817007,0 ns
Maguindanao,PH153800000,Lower Dilag,PH153833005,0 ns
Maguindanao,PH153800000,Lower Idtig,PH153819009,0 ns
Maguindanao,PH153800000,Lower Siling,PH153803023,2 low outlier
Maguindanao,PH153800000,Lower Taviran,PH153814028,0 ns
Maguindanao,PH153800000,Luayan,PH153832003,0 ns
Maguindanao,PH153800000,Lumabao,PH153819010,3 cold spot
Maguindanao,PH153800000,Lusay,PH153820009,3 cold spot
Maguindanao,PH153800000,Macabico (Macabiso),PH153824006,0 ns
Maguindanao,PH153800000,Macalag,PH153835010,0 ns
Maguindanao,PH153800000,Macalag,PH153827003,3 cold spot
Maguindanao,PH153800000,Macasampen,PH153825007,0 ns
Maguindanao,PH153800000,Macasandag,PH153811026,0 ns
Maguindanao,PH153800000,Madia,PH153826010,0 ns
Maguindanao,PH153800000,Madidis,PH153805022,0 ns
Maguindanao,PH153800000,Maganoy,PH153828005,0 ns
Maguindanao,PH153800000,Magaslong,PH153806028,0 ns
Maguindanao,PH153800000,Magaslong,PH153836011,3 cold spot
Maguindanao,PH153800000,Magsaysay,PH153811015,1 hot spot
Maguindanao,PH153800000,Maidapa,PH153812026,0 ns
Maguindanao,PH153800000,Maitong,PH153814012,3 cold spot
Maguindanao,PH153800000,Maitumaig,PH153827004,0 ns
Maguindanao,PH153800000,Makadayon,PH153821007,0 ns
Maguindanao,PH153800000,Makaguiling,PH153812027,0 ns
Maguindanao,PH153800000,Makainis,PH153819011,0 ns
Maguindanao,PH153800000,Makat,PH153805023,3 cold spot
Maguindanao,PH153800000,Making,PH153811016,0 ns
Maguindanao,PH153800000,Makir,PH153807023,0 ns
Maguindanao,PH153800000,Malala,PH153805006,3 cold spot
Maguindanao,PH153800000,Malangit,PH153833006,1 hot spot
Maguindanao,PH153800000,Malangog,PH153827005,0 ns
Maguindanao,PH153800000,Malatimon,PH153801018,0 ns
Maguindanao,PH153800000,Malibpolok,PH153829005,0 ns
Maguindanao,PH153800000,Malingao,PH153808023,0 ns
Maguindanao,PH153800000,Mamasapano,PH153820010,0 ns
Maguindanao,PH153800000,Mangadeg,PH153805007,0 ns
Maguindanao,PH153800000,Manggay,PH153821008,0 ns
Maguindanao,PH153800000,Manindolo,PH153805008,3 cold spot
Maguindanao,PH153800000,Manion,PH153811025,0 ns
Maguindanao,PH153800000,Manongkaling,PH153820011,0 ns
Maguindanao,PH153800000,Mao,PH153805024,3 cold spot
Maguindanao,PH153800000,Mao,PH153828006,0 ns
Maguindanao,PH153800000,Mapayag,PH153831003,0 ns
Maguindanao,PH153800000,Marader,PH153816025,0 ns
Maguindanao,PH153800000,Maranding,PH153828007,0 ns
