Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,Category,Total Occupied Housing Units,Material,Value
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Masao,PH153615047,Wall,113,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Montay,PH153615049,Wall,129,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pasir,PH153615053,Wall,150,"Makeshift/
salvaged/
improvised materials",2
Lanao Del Sur,PH153600000,Rebocun,PH153615059,Wall,64,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Sarang,PH153615061,Wall,88,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tacub,PH153615063,Wall,75,"Makeshift/
salvaged/
improvised materials",4
Lanao Del Sur,PH153600000,Tambara,PH153615064,Wall,118,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tiongcop,PH153615066,Wall,137,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tuboc,PH153615068,Wall,329,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Matampay,PH153615070,Wall,119,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Calibagat,PH153615071,Wall,109,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Jose Abad Santos,PH153615072,Wall,404,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Macuranding,PH153615073,Wall,166,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Matalin,PH153615074,Wall,459,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Matling,PH153615075,Wall,130,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pialot,PH153615078,Wall,134,"Makeshift/
salvaged/
improvised materials",1
Lanao Del Sur,PH153600000,Sumbagarogong,PH153615079,Wall,113,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Banday,PH153615080,Wall,199,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bunk House,PH153615081,Wall,214,"Makeshift/
salvaged/
improvised materials",3
Lanao Del Sur,PH153600000,Madaya,PH153615082,Wall,102,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bacayawan,PH153616001,Wall,127,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cawayan Bacolod,PH153616005,Wall,128,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bacong,PH153616006,Wall,104,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Camalig Bandara Ingud,PH153616009,Wall,121,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Camalig Bubong,PH153616018,Wall,178,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Camalig (Pob.),PH153616022,Wall,124,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Inudaran Campong,PH153616023,Wall,189,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cawayan,PH153616025,Wall,71,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Daanaingud,PH153616026,Wall,127,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cawayan Kalaw,PH153616035,Wall,210,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Kialdan,PH153616036,Wall,103,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lumbac Kialdan,PH153616039,Wall,66,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cawayan Linuk,PH153616040,Wall,127,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lubo,PH153616044,Wall,116,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Inudaran Lumbac,PH153616047,Wall,124,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Mantapoli,PH153616051,Wall,166,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Matampay,PH153616054,Wall,60,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Maul,PH153616055,Wall,86,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Nataron,PH153616059,Wall,136,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pagalongan Bacayawan,PH153616061,Wall,116,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pataimas,PH153616063,Wall,99,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Poona Marantao,PH153616071,Wall,127,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Punud Proper,PH153616072,Wall,61,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tacub,PH153616083,Wall,90,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Maul Ilian,PH153616097,Wall,113,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Palao,PH153616102,Wall,105,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Banga-Pantar,PH153616105,Wall,78,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Batal-Punud,PH153616106,Wall,189,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubong Madanding (Bubong),PH153616107,Wall,162,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Ilian,PH153616108,Wall,169,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Inudaran Loway,PH153616109,Wall,81,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Maul Lumbaca Ingud,PH153616110,Wall,159,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Poblacion,PH153616111,Wall,75,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tuca Kialdan,PH153616112,Wall,96,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Ambolong,PH153617001,Wall,83,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bacolod Chico Proper,PH153617003,Wall,106,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Banga,PH153617006,Wall,98,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bangco,PH153617007,Wall,102,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Banggolo Poblacion,PH153617008,Wall,472,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bangon,PH153617009,Wall,202,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Beyaba-Damag,PH153617010,Wall,259,"Makeshift/
salvaged/
improvised materials",1
Lanao Del Sur,PH153600000,Bito Buadi Itowa,PH153617012,Wall,35,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bito Buadi Parba,PH153617013,Wall,108,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubonga Pagalamatan,PH153617014,Wall,86,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubonga Lilod Madaya,PH153617015,Wall,391,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Boganga,PH153617016,Wall,91,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Boto Ambolong,PH153617017,Wall,180,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubonga Cadayonan,PH153617019,Wall,35,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubong Lumbac,PH153617021,Wall,83,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubonga Marawi,PH153617022,Wall,303,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubonga Punod,PH153617023,Wall,55,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cabasaran,PH153617024,Wall,304,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cabingan,PH153617025,Wall,350,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cadayonan,PH153617026,Wall,331,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cadayonan I,PH153617027,Wall,99,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Calocan East,PH153617029,Wall,99,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Calocan West,PH153617030,Wall,93,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Kormatan Matampay,PH153617032,Wall,89,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Daguduban,PH153617033,Wall,650,"Makeshift/
salvaged/
improvised materials",0
,,Dansalan -,PH153617035,Wall,276,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Datu Sa Dansalan,PH153617036,Wall,394,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Dayawan,PH153617037,Wall,73,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Dimaluna,PH153617039,Wall,590,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Dulay,PH153617040,Wall,103,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Dulay West,PH153617042,Wall,73,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,East Basak,PH153617043,Wall,185,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Emie Punud,PH153617044,Wall,157,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Fort,PH153617045,Wall,152,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Gadongan,PH153617046,Wall,161,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Buadi Sacayo (Green),PH153617048,Wall,318,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Guimba (Lilod Proper),PH153617049,Wall,242,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Kapantaran,PH153617051,Wall,259,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Kilala,PH153617052,Wall,96,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lilod Madaya (Pob.),PH153617057,Wall,469,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lilod Saduc,PH153617058,Wall,414,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lomidong,PH153617060,Wall,539,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lumbaca Madaya (Pob.),PH153617062,Wall,172,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lumbac Marinaut,PH153617063,Wall,141,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lumbaca Toros,PH153617064,Wall,39,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Malimono,PH153617065,Wall,201,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Basak Malutlut,PH153617066,Wall,365,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Gadongan Mapantao,PH153617068,Wall,152,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Amito Marantao,PH153617069,Wall,107,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Marinaut East,PH153617070,Wall,166,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Marinaut West,PH153617071,Wall,219,"Makeshift/
salvaged/
improvised materials",1
Lanao Del Sur,PH153600000,Matampay,PH153617072,Wall,392,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pantaon (Langcaf),PH153617074,Wall,31,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Mipaga Proper,PH153617075,Wall,180,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Moncado Colony,PH153617076,Wall,404,"Makeshift/
salvaged/
improvised materials",4
Lanao Del Sur,PH153600000,Moncado Kadingilan,PH153617077,Wall,516,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Moriatao Loksadato,PH153617079,Wall,300,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Datu Naga,PH153617080,Wall,290,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Navarro (Datu Saber),PH153617083,Wall,485,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Olawa Ambolong,PH153617085,Wall,58,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pagalamatan Gambai,PH153617086,Wall,72,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pagayawan,PH153617089,Wall,51,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Panggao Saduc,PH153617090,Wall,448,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Papandayan,PH153617097,Wall,184,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Paridi,PH153617098,Wall,64,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Patani,PH153617099,Wall,134,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pindolonan,PH153617101,Wall,84,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Poona Marantao,PH153617103,Wall,114,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pugaan,PH153617105,Wall,165,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Rapasun MSU,PH153617107,Wall,286,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Raya Madaya I,PH153617109,Wall,184,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Raya Madaya II,PH153617110,Wall,87,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Raya Saduc,PH153617111,Wall,271,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Rorogagus Proper,PH153617112,Wall,268,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Rorogagus East,PH153617113,Wall,112,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Sabala Manao,PH153617116,Wall,197,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Sabala Manao Proper,PH153617117,Wall,214,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Saduc Proper,PH153617118,Wall,192,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Sagonsongan,PH153617119,Wall,59,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Sangcay Dansalan,PH153617120,Wall,265,"Makeshift/
salvaged/
improvised materials",1
Lanao Del Sur,PH153600000,Somiorang,PH153617123,Wall,81,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,South Madaya Proper,PH153617124,Wall,237,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Sugod Proper,PH153617125,Wall,265,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tampilong,PH153617126,Wall,166,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Timbangalan,PH153617127,Wall,116,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tuca Ambolong,PH153617129,Wall,127,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tolali,PH153617131,Wall,293,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Toros,PH153617133,Wall,105,"Makeshift/
salvaged/
improvised materials",1
Lanao Del Sur,PH153600000,Tuca,PH153617134,Wall,73,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tuca Marinaut,PH153617136,Wall,108,"Makeshift/
salvaged/
improvised materials",38
Lanao Del Sur,PH153600000,Tongantongan-Tuca Timbangalan,PH153617137,Wall,37,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Wawalayan Calocan,PH153617138,Wall,160,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Wawalayan Marinaut,PH153617139,Wall,412,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Marawi Poblacion,PH153617141,Wall,591,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Norhaya Village,PH153617142,Wall,221,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Papandayan Caniogan,PH153617143,Wall,255,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Abdullah Buisan,PH153618001,Wall,85,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Caramian Alim Raya,PH153618002,Wall,55,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Alip Lalabuan,PH153618003,Wall,74,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Alumpang Paino Mimbalay,PH153618004,Wall,56,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Mai Ditimbang Balindong,PH153618005,Wall,58,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Mai Sindaoloan Dansalan,PH153618007,Wall,61,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lakadun,PH153618008,Wall,199,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Maranat Bontalis,PH153618018,Wall,51,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Dalog Balut,PH153618023,Wall,92,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Gindolongan Alabat,PH153618032,Wall,41,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Gondarangin Asa Adigao,PH153618034,Wall,92,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Sawir,PH153618035,Wall,147,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Moriatao-Bai Labay,PH153618039,Wall,82,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Laila Lumbac Bacon,PH153618040,Wall,92,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lanco Dimapatoy,PH153618041,Wall,47,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Talub Langi,PH153618042,Wall,155,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lomigis Sucod,PH153618043,Wall,68,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Macabangan Imbala,PH153618044,Wall,95,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Macadaag Talaguian,PH153618045,Wall,107,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Macalupang Lumbac Caramian,PH153618047,Wall,57,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Magayo Bagoaingud,PH153618052,Wall,68,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Macompara Apa Mimbalay,PH153618053,Wall,102,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Manalocon Talub,PH153618055,Wall,79,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Putad Marandang Buisan,PH153618060,Wall,68,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Matao Araza,PH153618061,Wall,51,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Mocamad Tangul,PH153618062,Wall,50,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pantao,PH153618069,Wall,194,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Sambowang Atawa,PH153618077,Wall,31,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tamboro Cormatan,PH153618082,Wall,87,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Towanao Arangga,PH153618083,Wall,84,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Tomambiling Lumbaca Ingud,PH153618085,Wall,76,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Unda Dayawan,PH153618088,Wall,91,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Buadi Amloy,PH153618089,Wall,182,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Kalilangan,PH153618090,Wall,74,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153618091,Wall,71,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bangon,PH153619002,Wall,77,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubonga Guilopa,PH153619005,Wall,29,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Buadi-Abala,PH153619006,Wall,55,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Buadi-Bayawa,PH153619007,Wall,44,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Buadi-Insuba,PH153619008,Wall,46,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubong,PH153619010,Wall,59,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cabasaran,PH153619011,Wall,47,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cairatan,PH153619013,Wall,42,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Cormatan,PH153619014,Wall,30,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Poblacion (Dado),PH153619015,Wall,69,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Dalama,PH153619016,Wall,74,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Dansalan,PH153619018,Wall,35,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Dimarao,PH153619019,Wall,35,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Guilopa,PH153619022,Wall,37,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Ilian,PH153619024,Wall,31,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Kitambugun,PH153619026,Wall,30,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lama (Bagoaingud),PH153619027,Wall,74,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lilod,PH153619028,Wall,36,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lilod Raybalai,PH153619030,Wall,51,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153619033,Wall,39,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Lumbac (Lumbac Bubong),PH153619034,Wall,33,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Madaya,PH153619035,Wall,17,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pindolonan,PH153619037,Wall,46,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Salipongan,PH153619038,Wall,53,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Sugan,PH153619039,Wall,33,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bagoaingud,PH153619043,Wall,39,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Ayong,PH153620001,Wall,101,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bandara Ingud,PH153620005,Wall,54,"Makeshift/
salvaged/
improvised materials",1
Lanao Del Sur,PH153600000,Bangon (Pob.),PH153620006,Wall,52,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Biala-an,PH153620011,Wall,60,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Diampaca,PH153620015,Wall,62,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Guiarong,PH153620019,Wall,111,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Ilian,PH153620020,Wall,52,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Madang,PH153620029,Wall,45,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Mapantao,PH153620030,Wall,89,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Ngingir (Kabasaran),PH153620034,Wall,165,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Padas,PH153620035,Wall,140,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Paigoay,PH153620037,Wall,40,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Pinalangca,PH153620041,Wall,81,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Poblacion (Lumbac),PH153620042,Wall,60,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Rangiran,PH153620045,Wall,73,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Rubokun,PH153620046,Wall,29,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Linindingan,PH153620054,Wall,47,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Kalaludan,PH153620057,Wall,70,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Aposong,PH153621001,Wall,85,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bagoaingud,PH153621002,Wall,80,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bangco (Pob.),PH153621003,Wall,72,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bansayan,PH153621004,Wall,93,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Basak,PH153621005,Wall,135,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bobo,PH153621006,Wall,124,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubong Tawa-an,PH153621007,Wall,88,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubonga Mamaanun,PH153621008,Wall,49,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bualan,PH153621009,Wall,222,"Makeshift/
salvaged/
improvised materials",0
Lanao Del Sur,PH153600000,Bubong Ilian,PH153621010,Wall,63,"Makeshift/
salvaged/
improvised materials",0
