Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,Category,Total Occupied Housing Units,Material,Value
Lanao Del Sur,PH153600000,Lalapung Central,PH153604011,Wall,27,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Condaraan Pob. (Condaraan Dimadap),PH153604012,Wall,55,Concrete/brick/stone,11
Lanao Del Sur,PH153600000,Cormatan,PH153604013,Wall,32,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Ilian,PH153604014,Wall,37,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Lalapung Proper (Pob.),PH153604015,Wall,64,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Bubong Lilod,PH153604017,Wall,93,Concrete/brick/stone,15
Lanao Del Sur,PH153600000,Linao,PH153604018,Wall,70,Concrete/brick/stone,9
Lanao Del Sur,PH153600000,Linuk (Pob.),PH153604019,Wall,75,Concrete/brick/stone,63
Lanao Del Sur,PH153600000,Liong,PH153604020,Wall,29,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Lumbac,PH153604021,Wall,33,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Mimbalawag,PH153604022,Wall,35,Concrete/brick/stone,8
Lanao Del Sur,PH153600000,Maliwanag,PH153604024,Wall,106,Concrete/brick/stone,19
Lanao Del Sur,PH153600000,Mapantao,PH153604025,Wall,42,Concrete/brick/stone,7
Lanao Del Sur,PH153600000,Cadingilan Occidental,PH153604027,Wall,64,Concrete/brick/stone,27
Lanao Del Sur,PH153600000,Cadingilan Oriental,PH153604028,Wall,39,Concrete/brick/stone,15
Lanao Del Sur,PH153600000,Palao,PH153604030,Wall,41,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Pama-an,PH153604031,Wall,36,Concrete/brick/stone,9
Lanao Del Sur,PH153600000,Pamacotan,PH153604032,Wall,32,Concrete/brick/stone,18
Lanao Del Sur,PH153600000,Pantar,PH153604033,Wall,52,Concrete/brick/stone,29
Lanao Del Sur,PH153600000,Parao,PH153604034,Wall,96,Concrete/brick/stone,92
Lanao Del Sur,PH153600000,Patong,PH153604035,Wall,25,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Porotan,PH153604036,Wall,33,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Rantian,PH153604037,Wall,73,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Raya Cadayonan,PH153604038,Wall,40,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Rinabor (Pob.),PH153604039,Wall,81,Concrete/brick/stone,47
Lanao Del Sur,PH153600000,Sapa,PH153604040,Wall,65,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Samporna (Pob.),PH153604041,Wall,33,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Silid,PH153604042,Wall,48,Concrete/brick/stone,36
Lanao Del Sur,PH153600000,Sugod,PH153604043,Wall,40,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Sultan Pandapatan,PH153604044,Wall,82,Concrete/brick/stone,46
Lanao Del Sur,PH153600000,Sumbag (Pob.),PH153604045,Wall,71,Concrete/brick/stone,69
Lanao Del Sur,PH153600000,Tagoranao,PH153604046,Wall,64,Concrete/brick/stone,47
Lanao Del Sur,PH153600000,Tangcal,PH153604047,Wall,63,Concrete/brick/stone,46
Lanao Del Sur,PH153600000,Tangcal Proper (Pob.),PH153604048,Wall,66,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Tuca (Pob.),PH153604049,Wall,48,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Tomarompong,PH153604050,Wall,62,Concrete/brick/stone,14
Lanao Del Sur,PH153600000,Tomongcal Ligi,PH153604051,Wall,37,Concrete/brick/stone,9
Lanao Del Sur,PH153600000,Torogan,PH153604052,Wall,16,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Lalapung Upper,PH153604053,Wall,65,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Gandamato,PH153604054,Wall,44,Concrete/brick/stone,8
Lanao Del Sur,PH153600000,Bubong Raya,PH153604055,Wall,48,Concrete/brick/stone,32
Lanao Del Sur,PH153600000,Poblacion (Bayang),PH153604056,Wall,54,Concrete/brick/stone,26
Lanao Del Sur,PH153600000,Badak,PH153605001,Wall,88,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Baguiangun,PH153605002,Wall,118,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Balut Maito,PH153605003,Wall,58,Concrete/brick/stone,20
Lanao Del Sur,PH153600000,Basak,PH153605004,Wall,208,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Bubong,PH153605005,Wall,53,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Bubonga-Ranao,PH153605006,Wall,52,Concrete/brick/stone,6
Lanao Del Sur,PH153600000,Dansalan Dacsula,PH153605009,Wall,115,Concrete/brick/stone,75
Lanao Del Sur,PH153600000,Ingud,PH153605010,Wall,105,Concrete/brick/stone,16
Lanao Del Sur,PH153600000,Kialilidan,PH153605011,Wall,138,Concrete/brick/stone,38
Lanao Del Sur,PH153600000,Lumbac,PH153605012,Wall,112,Concrete/brick/stone,12
Lanao Del Sur,PH153600000,Macaguiling,PH153605014,Wall,96,Concrete/brick/stone,65
Lanao Del Sur,PH153600000,Madaya,PH153605015,Wall,107,Concrete/brick/stone,19
Lanao Del Sur,PH153600000,Magonaya,PH153605016,Wall,140,Concrete/brick/stone,17
Lanao Del Sur,PH153600000,Maindig,PH153605017,Wall,51,Concrete/brick/stone,25
Lanao Del Sur,PH153600000,Masolun,PH153605018,Wall,63,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Olama,PH153605019,Wall,161,Concrete/brick/stone,56
Lanao Del Sur,PH153600000,Pagalamatan (Pob.),PH153605020,Wall,162,Concrete/brick/stone,74
Lanao Del Sur,PH153600000,Pantar,PH153605021,Wall,65,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Picalilangan,PH153605022,Wall,113,Concrete/brick/stone,37
Lanao Del Sur,PH153600000,Picotaan,PH153605023,Wall,126,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Pindolonan,PH153605024,Wall,76,Concrete/brick/stone,11
Lanao Del Sur,PH153600000,Poblacion,PH153605025,Wall,221,Concrete/brick/stone,52
Lanao Del Sur,PH153600000,Soldaroro,PH153605028,Wall,113,Concrete/brick/stone,7
Lanao Del Sur,PH153600000,Tambac,PH153605030,Wall,76,Concrete/brick/stone,17
Lanao Del Sur,PH153600000,Timbangan,PH153605033,Wall,84,Concrete/brick/stone,18
Lanao Del Sur,PH153600000,Tuca,PH153605034,Wall,48,Concrete/brick/stone,14
Lanao Del Sur,PH153600000,Bagoaingud,PH153606002,Wall,20,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Bansayan,PH153606003,Wall,52,Concrete/brick/stone,27
Lanao Del Sur,PH153600000,Basingan,PH153606004,Wall,152,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Batangan,PH153606005,Wall,110,Concrete/brick/stone,46
Lanao Del Sur,PH153600000,Bualan,PH153606006,Wall,65,Concrete/brick/stone,5
Lanao Del Sur,PH153600000,Poblacion (Bubong),PH153606007,Wall,55,Concrete/brick/stone,30
Lanao Del Sur,PH153600000,Bubonga Didagun,PH153606008,Wall,53,Concrete/brick/stone,15
Lanao Del Sur,PH153600000,Carigongan,PH153606011,Wall,78,Concrete/brick/stone,5
Lanao Del Sur,PH153600000,Bacolod,PH153606012,Wall,55,Concrete/brick/stone,13
Lanao Del Sur,PH153600000,Dilabayan,PH153606014,Wall,109,Concrete/brick/stone,52
Lanao Del Sur,PH153600000,Dimapatoy,PH153606015,Wall,55,Concrete/brick/stone,14
Lanao Del Sur,PH153600000,Dimayon Proper,PH153606017,Wall,17,Concrete/brick/stone,8
Lanao Del Sur,PH153600000,Diolangan,PH153606019,Wall,33,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Guiguikun,PH153606022,Wall,40,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Dibarosan,PH153606023,Wall,26,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Madanding,PH153606027,Wall,69,Concrete/brick/stone,31
Lanao Del Sur,PH153600000,Malungun,PH153606028,Wall,30,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Masorot,PH153606030,Wall,42,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Matampay Dimarao,PH153606031,Wall,79,Concrete/brick/stone,16
Lanao Del Sur,PH153600000,Miabalawag,PH153606032,Wall,58,Concrete/brick/stone,22
Lanao Del Sur,PH153600000,Montiaan,PH153606033,Wall,52,Concrete/brick/stone,23
Lanao Del Sur,PH153600000,Pagayawan,PH153606035,Wall,41,Concrete/brick/stone,6
Lanao Del Sur,PH153600000,Palao,PH153606037,Wall,87,Concrete/brick/stone,26
Lanao Del Sur,PH153600000,Panalawan,PH153606038,Wall,76,Concrete/brick/stone,14
Lanao Del Sur,PH153600000,Pantar,PH153606039,Wall,95,Concrete/brick/stone,45
Lanao Del Sur,PH153600000,Pendogoan,PH153606041,Wall,134,Concrete/brick/stone,64
Lanao Del Sur,PH153600000,Polayagan,PH153606045,Wall,19,Concrete/brick/stone,9
Lanao Del Sur,PH153600000,Ramain Bubong,PH153606048,Wall,57,Concrete/brick/stone,23
Lanao Del Sur,PH153600000,Rogero,PH153606049,Wall,132,Concrete/brick/stone,7
Lanao Del Sur,PH153600000,Salipongan,PH153606051,Wall,41,Concrete/brick/stone,5
Lanao Del Sur,PH153600000,Sunggod,PH153606052,Wall,78,Concrete/brick/stone,27
Lanao Del Sur,PH153600000,Taboro,PH153606053,Wall,62,Concrete/brick/stone,21
Lanao Del Sur,PH153600000,Dalaon,PH153606054,Wall,19,Concrete/brick/stone,6
Lanao Del Sur,PH153600000,Dimayon,PH153606058,Wall,16,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Pindolonan,PH153606059,Wall,49,Concrete/brick/stone,21
Lanao Del Sur,PH153600000,Punud,PH153606060,Wall,71,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Butig Proper,PH153607012,Wall,130,Concrete/brick/stone,19
Lanao Del Sur,PH153600000,Cabasaran,PH153607013,Wall,89,Concrete/brick/stone,26
Lanao Del Sur,PH153600000,Coloyan Tambo,PH153607016,Wall,173,Concrete/brick/stone,9
Lanao Del Sur,PH153600000,Dilimbayan,PH153607019,Wall,95,Concrete/brick/stone,27
Lanao Del Sur,PH153600000,Dolangan,PH153607022,Wall,75,Concrete/brick/stone,6
Lanao Del Sur,PH153600000,Pindolonan,PH153607041,Wall,146,Concrete/brick/stone,9
Lanao Del Sur,PH153600000,Bayabao Poblacion,PH153607044,Wall,297,Concrete/brick/stone,56
Lanao Del Sur,PH153600000,Poktan,PH153607045,Wall,93,Concrete/brick/stone,11
Lanao Del Sur,PH153600000,Ragayan,PH153607046,Wall,177,Concrete/brick/stone,7
Lanao Del Sur,PH153600000,Raya,PH153607047,Wall,146,Concrete/brick/stone,40
Lanao Del Sur,PH153600000,Samer,PH153607051,Wall,139,Concrete/brick/stone,12
Lanao Del Sur,PH153600000,Sandab Madaya,PH153607052,Wall,536,Concrete/brick/stone,86
Lanao Del Sur,PH153600000,Sundig,PH153607056,Wall,148,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Tiowi,PH153607060,Wall,74,Concrete/brick/stone,39
Lanao Del Sur,PH153600000,Timbab,PH153607062,Wall,73,Concrete/brick/stone,39
Lanao Del Sur,PH153600000,Malungun,PH153607063,Wall,100,Concrete/brick/stone,27
Lanao Del Sur,PH153600000,Bagoaingud,PH153609001,Wall,74,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Balintad,PH153609002,Wall,86,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Barit,PH153609003,Wall,76,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Bato Batoray,PH153609004,Wall,62,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Campong a Raya,PH153609005,Wall,58,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Gadongan,PH153609006,Wall,78,Concrete/brick/stone,5
Lanao Del Sur,PH153600000,Gui,PH153609007,Wall,29,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Linuk,PH153609009,Wall,27,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Lumbac,PH153609010,Wall,81,Concrete/brick/stone,5
Lanao Del Sur,PH153600000,Macabao,PH153609011,Wall,94,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Macaguiling,PH153609012,Wall,31,Concrete/brick/stone,7
Lanao Del Sur,PH153600000,Pagalongan,PH153609013,Wall,61,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Panggawalupa,PH153609014,Wall,36,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Pantaon A,PH153609015,Wall,78,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Para-aba,PH153609016,Wall,179,Concrete/brick/stone,12
Lanao Del Sur,PH153600000,Pindolonan,PH153609017,Wall,123,Concrete/brick/stone,5
Lanao Del Sur,PH153600000,Poblacion,PH153609018,Wall,221,Concrete/brick/stone,61
Lanao Del Sur,PH153600000,Baya,PH153609019,Wall,38,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Sogod Madaya,PH153609020,Wall,37,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Tabuan,PH153609021,Wall,35,Concrete/brick/stone,9
Lanao Del Sur,PH153600000,Taganonok,PH153609022,Wall,76,Concrete/brick/stone,14
Lanao Del Sur,PH153600000,Taliogon,PH153609023,Wall,119,Concrete/brick/stone,36
Lanao Del Sur,PH153600000,Masolun,PH153609027,Wall,56,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Lumbacaingud,PH153609029,Wall,45,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Sekun Matampay,PH153609030,Wall,103,Concrete/brick/stone,25
Lanao Del Sur,PH153600000,Dapaan,PH153609031,Wall,68,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Balintad A,PH153609032,Wall,97,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Barorao,PH153609033,Wall,44,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Campong Sabela,PH153609034,Wall,68,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Pangadapun,PH153609051,Wall,86,Concrete/brick/stone,13
Lanao Del Sur,PH153600000,Pantaon,PH153609052,Wall,73,Concrete/brick/stone,20
Lanao Del Sur,PH153600000,Pamalian,PH153609053,Wall,51,Concrete/brick/stone,24
Lanao Del Sur,PH153600000,Cormatan,PH153610003,Wall,109,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Dimagaling (Dimagalin Proper),PH153610007,Wall,50,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Dimunda,PH153610008,Wall,166,Concrete/brick/stone,61
Lanao Del Sur,PH153600000,Doronan,PH153610009,Wall,79,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Poblacion (Kapai Proper),PH153610012,Wall,59,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Malna Proper,PH153610017,Wall,75,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Pagalongan,PH153610018,Wall,56,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Parao,PH153610019,Wall,111,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Kasayanan,PH153610025,Wall,67,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Kasayanan West,PH153610026,Wall,66,Concrete/brick/stone,11
Lanao Del Sur,PH153600000,Dilabayan,PH153610029,Wall,75,Concrete/brick/stone,17
Lanao Del Sur,PH153600000,Dilimbayan,PH153610030,Wall,52,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Kibolos,PH153610031,Wall,30,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Kining,PH153610032,Wall,80,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Pindolonan,PH153610033,Wall,243,Concrete/brick/stone,107
Lanao Del Sur,PH153600000,Babayog,PH153610034,Wall,34,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Gadongan,PH153610035,Wall,71,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Lidasan,PH153610036,Wall,140,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Macadar,PH153610037,Wall,38,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Pantaon,PH153610038,Wall,115,Concrete/brick/stone,115
Lanao Del Sur,PH153600000,Bacolod I,PH153611003,Wall,61,Concrete/brick/stone,9
Lanao Del Sur,PH153600000,Bacolod II,PH153611004,Wall,104,Concrete/brick/stone,28
Lanao Del Sur,PH153600000,Bantayao,PH153611008,Wall,77,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Barit,PH153611009,Wall,47,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Baugan,PH153611011,Wall,56,Concrete/brick/stone,9
Lanao Del Sur,PH153600000,Buad Lumbac,PH153611019,Wall,61,Concrete/brick/stone,29
Lanao Del Sur,PH153600000,Cabasaran,PH153611020,Wall,96,Concrete/brick/stone,13
Lanao Del Sur,PH153600000,Calilangan,PH153611021,Wall,36,Concrete/brick/stone,23
Lanao Del Sur,PH153600000,Carandangan-Mipaga,PH153611026,Wall,77,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Cormatan Langban,PH153611027,Wall,89,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Dialongana,PH153611031,Wall,97,Concrete/brick/stone,43
Lanao Del Sur,PH153600000,Dilindongan-Cadayonan,PH153611035,Wall,155,Concrete/brick/stone,86
Lanao Del Sur,PH153600000,Gadongan,PH153611039,Wall,87,Concrete/brick/stone,2
Lanao Del Sur,PH153600000,Galawan,PH153611040,Wall,82,Concrete/brick/stone,27
Lanao Del Sur,PH153600000,Gambai,PH153611041,Wall,68,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Kasola,PH153611044,Wall,46,Concrete/brick/stone,29
Lanao Del Sur,PH153600000,Lalangitun,PH153611046,Wall,58,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Lama,PH153611047,Wall,212,Concrete/brick/stone,170
Lanao Del Sur,PH153600000,Lindongan Dialongana,PH153611052,Wall,110,Concrete/brick/stone,13
Lanao Del Sur,PH153600000,Lobo Basara,PH153611054,Wall,63,Concrete/brick/stone,6
Lanao Del Sur,PH153600000,Lumbac Bacayawan,PH153611055,Wall,60,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Macaguiling,PH153611058,Wall,120,Concrete/brick/stone,14
Lanao Del Sur,PH153600000,Mapantao,PH153611065,Wall,283,Concrete/brick/stone,63
Lanao Del Sur,PH153600000,Mapoling,PH153611066,Wall,36,Concrete/brick/stone,16
Lanao Del Sur,PH153600000,Pagayawan,PH153611070,Wall,46,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Maribo (Pob.),PH153611077,Wall,155,Concrete/brick/stone,144
Lanao Del Sur,PH153600000,Posudaragat,PH153611078,Wall,67,Concrete/brick/stone,49
Lanao Del Sur,PH153600000,Rumayas,PH153611079,Wall,93,Concrete/brick/stone,45
Lanao Del Sur,PH153600000,Sabala Bantayao,PH153611081,Wall,147,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Salaman,PH153611082,Wall,179,Concrete/brick/stone,27
Lanao Del Sur,PH153600000,Salolodun Berwar,PH153611083,Wall,58,Concrete/brick/stone,14
Lanao Del Sur,PH153600000,Sarigidan Madiar,PH153611085,Wall,64,Concrete/brick/stone,14
Lanao Del Sur,PH153600000,Sunggod,PH153611089,Wall,84,Concrete/brick/stone,34
Lanao Del Sur,PH153600000,Taluan,PH153611091,Wall,106,Concrete/brick/stone,35
Lanao Del Sur,PH153600000,Tamlang,PH153611094,Wall,26,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Tongcopan,PH153611096,Wall,29,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Turogan,PH153611097,Wall,63,Concrete/brick/stone,27
Lanao Del Sur,PH153600000,Minaring Diladigan,PH153611098,Wall,38,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Alog,PH153612001,Wall,124,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Basayungun,PH153612008,Wall,43,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Buad,PH153612011,Wall,116,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Budi,PH153612012,Wall,76,Concrete/brick/stone,7
Lanao Del Sur,PH153600000,Dago-ok,PH153612017,Wall,180,Concrete/brick/stone,91
Lanao Del Sur,PH153600000,Dalama,PH153612018,Wall,175,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Dalipuga,PH153612021,Wall,41,Concrete/brick/stone,15
Lanao Del Sur,PH153600000,Lalapung,PH153612024,Wall,122,Concrete/brick/stone,12
Lanao Del Sur,PH153600000,Lumbac,PH153612028,Wall,83,Concrete/brick/stone,32
Lanao Del Sur,PH153600000,Lumbac Bacayawan,PH153612029,Wall,109,Concrete/brick/stone,16
Lanao Del Sur,PH153600000,Lunay,PH153612032,Wall,86,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Macadar,PH153612033,Wall,151,Concrete/brick/stone,41
Lanao Del Sur,PH153600000,Madaya,PH153612034,Wall,86,Concrete/brick/stone,20
Lanao Del Sur,PH153600000,Minanga,PH153612035,Wall,110,Concrete/brick/stone,12
Lanao Del Sur,PH153600000,Pantar,PH153612038,Wall,135,Concrete/brick/stone,17
Lanao Del Sur,PH153600000,Picotaan,PH153612039,Wall,134,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Poblacion (Lumbatan),PH153612043,Wall,238,Concrete/brick/stone,69
Lanao Del Sur,PH153600000,Tambac,PH153612048,Wall,91,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Bubong Macadar,PH153612050,Wall,79,Concrete/brick/stone,26
Lanao Del Sur,PH153600000,Penaring,PH153612051,Wall,46,Concrete/brick/stone,2
,,Ligue (Sultan Batampuar),PH153612052,Wall,38,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Abaga,PH153613001,Wall,81,Concrete/brick/stone,6
Lanao Del Sur,PH153600000,Bagoaingud,PH153613003,Wall,70,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Basak,PH153613006,Wall,60,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Bato,PH153613007,Wall,70,Concrete/brick/stone,24
Lanao Del Sur,PH153600000,Bubong,PH153613008,Wall,70,Concrete/brick/stone,11
Lanao Del Sur,PH153600000,Kormatan,PH153613010,Wall,60,Concrete/brick/stone,20
Lanao Del Sur,PH153600000,Dandamun,PH153613012,Wall,48,Concrete/brick/stone,13
Lanao Del Sur,PH153600000,Diampaca,PH153613013,Wall,52,Concrete/brick/stone,7
Lanao Del Sur,PH153600000,Dibarosan,PH153613014,Wall,147,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Delausan,PH153613015,Wall,97,Concrete/brick/stone,30
Lanao Del Sur,PH153600000,Gadongan,PH153613016,Wall,85,Concrete/brick/stone,19
Lanao Del Sur,PH153600000,Gurain,PH153613017,Wall,73,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Cabasaran,PH153613018,Wall,137,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Cadayonan,PH153613019,Wall,88,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Liangan I,PH153613021,Wall,104,Concrete/brick/stone,7
Lanao Del Sur,PH153600000,Lilitun,PH153613022,Wall,65,Concrete/brick/stone,4
Lanao Del Sur,PH153600000,Linao,PH153613023,Wall,96,Concrete/brick/stone,35
Lanao Del Sur,PH153600000,Linuk,PH153613024,Wall,126,Concrete/brick/stone,43
Lanao Del Sur,PH153600000,Madaya,PH153613025,Wall,62,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Pagayawan,PH153613026,Wall,82,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Poblacion,PH153613027,Wall,194,Concrete/brick/stone,87
Lanao Del Sur,PH153600000,Punud,PH153613028,Wall,64,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Raya,PH153613029,Wall,110,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Riray,PH153613030,Wall,93,Concrete/brick/stone,1
Lanao Del Sur,PH153600000,Sabanding,PH153613031,Wall,85,Concrete/brick/stone,13
Lanao Del Sur,PH153600000,Salongabanding,PH153613032,Wall,147,Concrete/brick/stone,18
Lanao Del Sur,PH153600000,Sugod,PH153613033,Wall,143,Concrete/brick/stone,20
Lanao Del Sur,PH153600000,Tamporong,PH153613034,Wall,106,Concrete/brick/stone,3
Lanao Del Sur,PH153600000,Tongantongan,PH153613035,Wall,125,Concrete/brick/stone,6
Lanao Del Sur,PH153600000,Udangun,PH153613036,Wall,46,Concrete/brick/stone,0
Lanao Del Sur,PH153600000,Liangan,PH153613040,Wall,104,Concrete/brick/stone,10
Lanao Del Sur,PH153600000,Lumbac,PH153613041,Wall,58,Concrete/brick/stone,17
Lanao Del Sur,PH153600000,Paridi-Kalimodan,PH153613043,Wall,67,Concrete/brick/stone,19
Lanao Del Sur,PH153600000,Racotan,PH153613044,Wall,109,Concrete/brick/stone,11
Lanao Del Sur,PH153600000,Bacayawan,PH153613049,Wall,75,Concrete/brick/stone,2
