Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,Variable,Value
Sulu,PH156600000,Kayawan (Pob.),PH156610006,Number of School,1
Sulu,PH156600000,Kiput,PH156610007,Number of School,2
Sulu,PH156600000,Likud,PH156610008,Number of School,1
Sulu,PH156600000,Luuk-tulay,PH156610009,Number of School,1
Sulu,PH156600000,Patian,PH156610011,Number of School,1
Sulu,PH156600000,Pisak-pisak,PH156610012,Number of School,1
Sulu,PH156600000,Sangkap,PH156610014,Number of School,1
Sulu,PH156600000,Timuddas,PH156610015,Number of School,2
Sulu,PH156600000,Anuling,PH156611001,Number of School,1
Sulu,PH156600000,Bangkal,PH156611003,Number of School,3
Sulu,PH156600000,Bonbon,PH156611004,Number of School,1
Sulu,PH156600000,Danag,PH156611007,Number of School,2
Sulu,PH156600000,Igasan,PH156611008,Number of School,1
Sulu,PH156600000,Kabbon Takas,PH156611009,Number of School,1
Sulu,PH156600000,Kadday Mampallam,PH156611010,Number of School,1
Sulu,PH156600000,Kan Ague,PH156611011,Number of School,1
Sulu,PH156600000,Kaunayan,PH156611012,Number of School,1
Sulu,PH156600000,Langhub,PH156611013,Number of School,1
Sulu,PH156600000,Latih,PH156611014,Number of School,5
Sulu,PH156600000,Mauboh,PH156611017,Number of School,1
Sulu,PH156600000,Patikul Higad,PH156611021,Number of School,1
Sulu,PH156600000,Taglibi (Pob.),PH156611023,Number of School,2
Sulu,PH156600000,Tandu-Bagua,PH156611024,Number of School,2
Sulu,PH156600000,Tanum,PH156611025,Number of School,1
Sulu,PH156600000,Taung,PH156611026,Number of School,1
Sulu,PH156600000,Timpok,PH156611027,Number of School,1
Sulu,PH156600000,Tugas,PH156611028,Number of School,1
Sulu,PH156600000,Umangay,PH156611029,Number of School,1
Sulu,PH156600000,Gandasuli,PH156611030,Number of School,1
Sulu,PH156600000,Buan,PH156612004,Number of School,1
Sulu,PH156600000,Bulihkullul,PH156612007,Number of School,1
Sulu,PH156600000,Campo Islam,PH156612008,Number of School,1
Sulu,PH156600000,Poblacion (Campo Baro),PH156612009,Number of School,6
Sulu,PH156600000,Duggo,PH156612010,Number of School,1
Sulu,PH156600000,Duhol Tara,PH156612011,Number of School,1
Sulu,PH156600000,East Kungtad,PH156612012,Number of School,2
Sulu,PH156600000,Ipil,PH156612015,Number of School,1
Sulu,PH156600000,Jambangan,PH156612016,Number of School,2
Sulu,PH156600000,Kabubu,PH156612018,Number of School,1
Sulu,PH156600000,Kong-Kong Laminusa,PH156612019,Number of School,2
Sulu,PH156600000,Kud-kud,PH156612020,Number of School,1
Sulu,PH156600000,Kungtad West,PH156612021,Number of School,2
Sulu,PH156600000,Luuk Laminusa,PH156612023,Number of School,1
Sulu,PH156600000,Latung,PH156612025,Number of School,1
Sulu,PH156600000,Manta,PH156612030,Number of School,1
Sulu,PH156600000,Minapan,PH156612032,Number of School,2
Sulu,PH156600000,Nipa-nipa,PH156612035,Number of School,1
Sulu,PH156600000,North Laud,PH156612037,Number of School,1
Sulu,PH156600000,North Musu Laud,PH156612040,Number of School,1
Sulu,PH156600000,Punungan,PH156612042,Number of School,1
Sulu,PH156600000,Pislong,PH156612046,Number of School,3
Sulu,PH156600000,Ratag,PH156612048,Number of School,2
Sulu,PH156600000,Sablay,PH156612049,Number of School,2
Sulu,PH156600000,Sarukot,PH156612050,Number of School,1
Sulu,PH156600000,Siburi,PH156612053,Number of School,1
Sulu,PH156600000,Singko,PH156612056,Number of School,1
Sulu,PH156600000,Siolakan,PH156612057,Number of School,1
Sulu,PH156600000,Siundoh,PH156612058,Number of School,1
Sulu,PH156600000,Siowing,PH156612059,Number of School,2
Sulu,PH156600000,Sipanding,PH156612060,Number of School,1
Sulu,PH156600000,Sisangat,PH156612061,Number of School,1
Sulu,PH156600000,South Silumpak,PH156612066,Number of School,1
Sulu,PH156600000,Subah Buaya,PH156612069,Number of School,3
Sulu,PH156600000,Tampakan Laminusa,PH156612070,Number of School,1
Sulu,PH156600000,Tong Laminusa,PH156612072,Number of School,2
Sulu,PH156600000,Tonglabah,PH156612074,Number of School,1
Sulu,PH156600000,Tubig Kutah,PH156612075,Number of School,1
Sulu,PH156600000,Tulling,PH156612076,Number of School,2
Sulu,PH156600000,Bandang,PH156613003,Number of School,1
Sulu,PH156600000,Bilaan (Pob.),PH156613004,Number of School,2
Sulu,PH156600000,Bud Bunga,PH156613007,Number of School,1
Sulu,PH156600000,Buntod,PH156613008,Number of School,2
Sulu,PH156600000,Buroh,PH156613009,Number of School,1
Sulu,PH156600000,Gata,PH156613011,Number of School,1
Sulu,PH156600000,Kabatuhan Tiis,PH156613014,Number of School,1
Sulu,PH156600000,Kabungkol,PH156613015,Number of School,1
Sulu,PH156600000,Kahawa,PH156613017,Number of School,1
Sulu,PH156600000,Kandaga,PH156613018,Number of School,1
Sulu,PH156600000,Kanlibot,PH156613019,Number of School,1
Sulu,PH156600000,Kuhaw,PH156613021,Number of School,1
Sulu,PH156600000,Lagtoh,PH156613025,Number of School,1
Sulu,PH156600000,Lambanah,PH156613026,Number of School,1
Sulu,PH156600000,Liban,PH156613027,Number of School,1
Sulu,PH156600000,Liu-Bud Pantao,PH156613028,Number of School,1
Sulu,PH156600000,Lower Kamuntayan,PH156613030,Number of School,1
Sulu,PH156600000,Lower Laus,PH156613031,Number of School,1
Sulu,PH156600000,Lower Talipao,PH156613033,Number of School,1
Sulu,PH156600000,Lumping Pigih Daho,PH156613036,Number of School,1
Sulu,PH156600000,Lungkiaban,PH156613037,Number of School,1
Sulu,PH156600000,Mabahay,PH156613038,Number of School,1
Sulu,PH156600000,Mahala,PH156613039,Number of School,1
Sulu,PH156600000,Mampallam,PH156613040,Number of School,1
Sulu,PH156600000,Niog-Sangahan,PH156613044,Number of School,1
Sulu,PH156600000,Pantao,PH156613045,Number of School,2
Sulu,PH156600000,Samak,PH156613047,Number of School,1
Sulu,PH156600000,Talipao Proper,PH156613048,Number of School,3
Sulu,PH156600000,Tampakan,PH156613049,Number of School,1
Sulu,PH156600000,Tiis,PH156613051,Number of School,1
Sulu,PH156600000,Tinggah,PH156613052,Number of School,1
Sulu,PH156600000,Tubod,PH156613053,Number of School,1
Sulu,PH156600000,Tuyang,PH156613054,Number of School,1
Sulu,PH156600000,Upper Laus,PH156613056,Number of School,1
Sulu,PH156600000,Upper Sinumaan,PH156613057,Number of School,1
Sulu,PH156600000,Kabatuhan Bilaan,PH156613059,Number of School,1
Sulu,PH156600000,Upper Binuang,PH156613060,Number of School,1
Sulu,PH156600000,Banting,PH156614003,Number of School,1
Sulu,PH156600000,Hawan,PH156614010,Number of School,1
Sulu,PH156600000,Alu-Kabingaan,PH156614013,Number of School,1
Sulu,PH156600000,Kalang (Pob.),PH156614014,Number of School,2
Sulu,PH156600000,Kamaunggi,PH156614016,Number of School,1
Sulu,PH156600000,Kanmangon,PH156614017,Number of School,1
Sulu,PH156600000,Kaumpang,PH156614019,Number of School,1
Sulu,PH156600000,Pagatpat,PH156614025,Number of School,1
Sulu,PH156600000,Pangdan,PH156614027,Number of School,2
Sulu,PH156600000,Puok,PH156614028,Number of School,1
Sulu,PH156600000,Sumambat,PH156614032,Number of School,1
Sulu,PH156600000,Tangkapaan,PH156614033,Number of School,1
Sulu,PH156600000,Tulakan,PH156614035,Number of School,1
Sulu,PH156600000,Bakkaan,PH156615001,Number of School,1
Sulu,PH156600000,Bangalaw,PH156615002,Number of School,1
Sulu,PH156600000,Danao,PH156615003,Number of School,1
Sulu,PH156600000,Dungon,PH156615004,Number of School,4
Sulu,PH156600000,Kahikukuk,PH156615005,Number of School,1
Sulu,PH156600000,Luuk (Pob.),PH156615006,Number of School,2
Sulu,PH156600000,North Paarol,PH156615007,Number of School,1
Sulu,PH156600000,Sigumbal,PH156615009,Number of School,1
Sulu,PH156600000,South Paarol,PH156615010,Number of School,1
Sulu,PH156600000,Tabialan,PH156615011,Number of School,1
Sulu,PH156600000,Tainga-Bakkao,PH156615012,Number of School,1
Sulu,PH156600000,Tambun-bun,PH156615013,Number of School,1
Sulu,PH156600000,Tinutungan,PH156615014,Number of School,1
Sulu,PH156600000,Tattalan,PH156615015,Number of School,1
Sulu,PH156600000,Gagguil,PH156616001,Number of School,1
Sulu,PH156600000,Gata-gata,PH156616002,Number of School,1
Sulu,PH156600000,Kamih-Pungud,PH156616003,Number of School,1
Sulu,PH156600000,Lihbug Kabaw,PH156616004,Number of School,1
Sulu,PH156600000,Pandakan,PH156616006,Number of School,1
Sulu,PH156600000,Punay (Pob.),PH156616007,Number of School,2
Sulu,PH156600000,Tiptipon,PH156616008,Number of School,2
Sulu,PH156600000,Likbah,PH156616010,Number of School,1
Sulu,PH156600000,Marsada,PH156616011,Number of School,2
Sulu,PH156600000,Paiksa,PH156616012,Number of School,1
Sulu,PH156600000,Alu Bus-Bus,PH156617001,Number of School,1
Sulu,PH156600000,Alu-Duyong,PH156617002,Number of School,1
Sulu,PH156600000,Bas Lugus,PH156617003,Number of School,1
Sulu,PH156600000,Gapas Rugasan,PH156617004,Number of School,2
Sulu,PH156600000,Gapas Tubig Tuwak,PH156617005,Number of School,1
Sulu,PH156600000,Huwit-huwit Bas Nonok,PH156617007,Number of School,1
Sulu,PH156600000,Kutah Parang,PH156617008,Number of School,1
Sulu,PH156600000,Laha,PH156617009,Number of School,1
Sulu,PH156600000,Larap,PH156617010,Number of School,1
Sulu,PH156600000,Lugus Proper,PH156617011,Number of School,3
Sulu,PH156600000,Mangkallay,PH156617012,Number of School,1
Sulu,PH156600000,Pait,PH156617014,Number of School,1
Sulu,PH156600000,Parian Kayawan,PH156617015,Number of School,1
Sulu,PH156600000,Sibul,PH156617016,Number of School,1
Sulu,PH156600000,Tingkangan,PH156617017,Number of School,1
Sulu,PH156600000,Bud Sibaud,PH156618002,Number of School,1
Sulu,PH156600000,Hambilan,PH156618003,Number of School,2
Sulu,PH156600000,Kabbon,PH156618004,Number of School,2
Sulu,PH156600000,Lahi,PH156618005,Number of School,2
Sulu,PH156600000,Lapak,PH156618006,Number of School,1
Sulu,PH156600000,Malanta,PH156618007,Number of School,2
Sulu,PH156600000,North Manubul,PH156618009,Number of School,2
Sulu,PH156600000,Parian Dakula,PH156618010,Number of School,3
Sulu,PH156600000,Sibaud Proper,PH156618011,Number of School,1
Sulu,PH156600000,Siganggang,PH156618012,Number of School,2
Sulu,PH156600000,Suba-suba,PH156618014,Number of School,4
Sulu,PH156600000,Andalan,PH156619001,Number of School,3
Sulu,PH156600000,Angilan,PH156619002,Number of School,3
Sulu,PH156600000,Capual Island,PH156619003,Number of School,4
Sulu,PH156600000,Huwit-huwit,PH156619004,Number of School,2
Sulu,PH156600000,Lahing-Lahing,PH156619005,Number of School,1
Sulu,PH156600000,Niangkaan,PH156619006,Number of School,4
Sulu,PH156600000,Sucuban,PH156619007,Number of School,1
Sulu,PH156600000,Tangkuan,PH156619008,Number of School,1
Tawi-Tawi,PH157000000,Balimbing Proper,PH157001001,Number of School,3
Tawi-Tawi,PH157000000,Batu-batu (Pob.),PH157001002,Number of School,2
Tawi-Tawi,PH157000000,Buan,PH157001003,Number of School,6
Tawi-Tawi,PH157000000,Dungon,PH157001004,Number of School,1
Tawi-Tawi,PH157000000,Luuk Buntal,PH157001005,Number of School,2
Tawi-Tawi,PH157000000,Parangan,PH157001007,Number of School,3
Tawi-Tawi,PH157000000,Tabunan,PH157001008,Number of School,1
Tawi-Tawi,PH157000000,Tungbangkaw,PH157001009,Number of School,2
Tawi-Tawi,PH157000000,Bauno Garing,PH157001010,Number of School,1
Tawi-Tawi,PH157000000,Belatan Halu,PH157001011,Number of School,2
Tawi-Tawi,PH157000000,Karaha,PH157001012,Number of School,2
Tawi-Tawi,PH157000000,Kulape,PH157001013,Number of School,2
Tawi-Tawi,PH157000000,Liyaburan,PH157001014,Number of School,1
Tawi-Tawi,PH157000000,Magsaggaw,PH157001015,Number of School,3
Tawi-Tawi,PH157000000,Malacca,PH157001016,Number of School,1
Tawi-Tawi,PH157000000,Sumangday,PH157001017,Number of School,1
Tawi-Tawi,PH157000000,Tundon,PH157001018,Number of School,2
Tawi-Tawi,PH157000000,Ipil,PH157002005,Number of School,1
Tawi-Tawi,PH157000000,Kamagong,PH157002006,Number of School,1
Tawi-Tawi,PH157000000,Karungdong,PH157002007,Number of School,3
Tawi-Tawi,PH157000000,Lakit Lakit,PH157002009,Number of School,1
Tawi-Tawi,PH157000000,Lamion,PH157002010,Number of School,3
Tawi-Tawi,PH157000000,Lapid Lapid,PH157002012,Number of School,1
Tawi-Tawi,PH157000000,Lato Lato,PH157002013,Number of School,1
Tawi-Tawi,PH157000000,Luuk Pandan,PH157002014,Number of School,2
Tawi-Tawi,PH157000000,Malassa,PH157002016,Number of School,2
Tawi-Tawi,PH157000000,Mandulan,PH157002017,Number of School,2
Tawi-Tawi,PH157000000,Masantong,PH157002018,Number of School,1
Tawi-Tawi,PH157000000,Pababag,PH157002021,Number of School,2
Tawi-Tawi,PH157000000,Pagasinan,PH157002022,Number of School,3
Tawi-Tawi,PH157000000,Pahut,PH157002023,Number of School,2
Tawi-Tawi,PH157000000,Pakias,PH157002024,Number of School,1
Tawi-Tawi,PH157000000,Paniongan,PH157002025,Number of School,1
Tawi-Tawi,PH157000000,Pasiagan,PH157002026,Number of School,2
Tawi-Tawi,PH157000000,Bongao Poblacion,PH157002027,Number of School,15
Tawi-Tawi,PH157000000,Sanga-sanga,PH157002030,Number of School,4
Tawi-Tawi,PH157000000,Silubog,PH157002031,Number of School,3
Tawi-Tawi,PH157000000,Simandagit,PH157002033,Number of School,5
Tawi-Tawi,PH157000000,Sumangat,PH157002034,Number of School,2
Tawi-Tawi,PH157000000,Tarawakan,PH157002037,Number of School,1
Tawi-Tawi,PH157000000,Tongsinah,PH157002040,Number of School,1
Tawi-Tawi,PH157000000,Tubig Basag,PH157002042,Number of School,2
Tawi-Tawi,PH157000000,Ungus-ungus,PH157002043,Number of School,2
Tawi-Tawi,PH157000000,Lagasan,PH157002044,Number of School,1
Tawi-Tawi,PH157000000,Nalil,PH157002045,Number of School,3
Tawi-Tawi,PH157000000,Pagatpat,PH157002046,Number of School,2
Tawi-Tawi,PH157000000,Pag-asa,PH157002047,Number of School,4
Tawi-Tawi,PH157000000,Tubig Tanah,PH157002048,Number of School,1
Tawi-Tawi,PH157000000,Tubig-Boh,PH157002049,Number of School,5
Tawi-Tawi,PH157000000,Tubig-Mampallam,PH157002050,Number of School,4
Tawi-Tawi,PH157000000,Boki,PH157003001,Number of School,2
Tawi-Tawi,PH157000000,Duhul Batu,PH157003002,Number of School,1
Tawi-Tawi,PH157000000,Kompang,PH157003003,Number of School,1
Tawi-Tawi,PH157000000,Lupa Pula (Pob.),PH157003004,Number of School,2
Tawi-Tawi,PH157000000,Guppah,PH157003005,Number of School,2
Tawi-Tawi,PH157000000,Mahalo,PH157003006,Number of School,3
Tawi-Tawi,PH157000000,Pawan,PH157003007,Number of School,1
Tawi-Tawi,PH157000000,Sikub,PH157003008,Number of School,1
Tawi-Tawi,PH157000000,Tabulian,PH157003009,Number of School,1
Tawi-Tawi,PH157000000,Tanduan,PH157003010,Number of School,1
Tawi-Tawi,PH157000000,Umus Mataha,PH157003012,Number of School,1
Tawi-Tawi,PH157000000,Erok-erok,PH157003013,Number of School,2
Tawi-Tawi,PH157000000,Liyubud,PH157003014,Number of School,1
Tawi-Tawi,PH157000000,Lubbak Parang,PH157003015,Number of School,2
Tawi-Tawi,PH157000000,Sapa,PH157003016,Number of School,1
Tawi-Tawi,PH157000000,Manuk Mangkaw,PH157004002,Number of School,7
Tawi-Tawi,PH157000000,Mongkay,PH157004003,Number of School,2
Tawi-Tawi,PH157000000,Tampakan (Pob.),PH157004004,Number of School,2
Tawi-Tawi,PH157000000,Tonggosong,PH157004005,Number of School,1
Tawi-Tawi,PH157000000,Tubig Indangan,PH157004006,Number of School,6
Tawi-Tawi,PH157000000,Ubol,PH157004007,Number of School,1
Tawi-Tawi,PH157000000,Doh-Tong,PH157004008,Number of School,2
Tawi-Tawi,PH157000000,Luuk Datan,PH157004009,Number of School,1
Tawi-Tawi,PH157000000,Panglima Mastul,PH157004012,Number of School,2
Tawi-Tawi,PH157000000,Sukah-Bulan,PH157004013,Number of School,1
Tawi-Tawi,PH157000000,Timundon,PH157004014,Number of School,2
Tawi-Tawi,PH157000000,Bagid*,PH157004015,Number of School,1
Tawi-Tawi,PH157000000,South Larap (Larap),PH157005001,Number of School,2
Tawi-Tawi,PH157000000,Sitangkai Poblacion,PH157005004,Number of School,4
Tawi-Tawi,PH157000000,Tongmageng,PH157005010,Number of School,1
Tawi-Tawi,PH157000000,Tongusong,PH157005012,Number of School,1
Tawi-Tawi,PH157000000,Datu Baguinda Putih,PH157005016,Number of School,2
Tawi-Tawi,PH157000000,Imam Sapie,PH157005021,Number of School,2
Tawi-Tawi,PH157000000,Panglima Alari,PH157005023,Number of School,2
Tawi-Tawi,PH157000000,Sipangkot,PH157005025,Number of School,3
Tawi-Tawi,PH157000000,Bintawlan,PH157006006,Number of School,1
Tawi-Tawi,PH157000000,Bubuan,PH157006008,Number of School,1
Tawi-Tawi,PH157000000,Bunay Bunay Center,PH157006011,Number of School,1
Tawi-Tawi,PH157000000,Nunuk,PH157006014,Number of School,1
Tawi-Tawi,PH157000000,Likud Tabawan,PH157006019,Number of School,3
Tawi-Tawi,PH157000000,Nusa-nusa,PH157006023,Number of School,1
Tawi-Tawi,PH157000000,Pampang,PH157006025,Number of School,3
Tawi-Tawi,PH157000000,Putat,PH157006026,Number of School,1
Tawi-Tawi,PH157000000,Sollogan,PH157006027,Number of School,1
Tawi-Tawi,PH157000000,Tong Tampakan,PH157006032,Number of School,1
Tawi-Tawi,PH157000000,Tubig Dayang,PH157006035,Number of School,2
Tawi-Tawi,PH157000000,Kepeng,PH157007010,Number of School,1
Tawi-Tawi,PH157000000,Naungan,PH157007026,Number of School,1
Tawi-Tawi,PH157000000,Sallangan,PH157007030,Number of School,2
Tawi-Tawi,PH157000000,Sapa,PH157007031,Number of School,2
Tawi-Tawi,PH157000000,Tongbangkaw,PH157007042,Number of School,1
Tawi-Tawi,PH157000000,Tangngah (Tangngah Ungus Matata),PH157007043,Number of School,3
Tawi-Tawi,PH157000000,Himbah,PH157007046,Number of School,2
Tawi-Tawi,PH157000000,Sibakloon,PH157007049,Number of School,2
Tawi-Tawi,PH157000000,Tandubato,PH157007050,Number of School,2
Tawi-Tawi,PH157000000,Taruk,PH157007052,Number of School,1
Tawi-Tawi,PH157000000,Taganak Poblacion,PH157008001,Number of School,4
Tawi-Tawi,PH157000000,Bakong,PH157009001,Number of School,4
Tawi-Tawi,PH157000000,Bas-bas Proper,PH157009002,Number of School,1
Tawi-Tawi,PH157000000,Basnunuk,PH157009003,Number of School,1
Tawi-Tawi,PH157000000,Darussalam,PH157009004,Number of School,1
Tawi-Tawi,PH157000000,Languyan Proper (Pob.),PH157009005,Number of School,3
Tawi-Tawi,PH157000000,Maraning,PH157009006,Number of School,1
Tawi-Tawi,PH157000000,Simalak,PH157009009,Number of School,1
Tawi-Tawi,PH157000000,Tuhog-tuhog,PH157009010,Number of School,1
Tawi-Tawi,PH157000000,Tumahubong,PH157009011,Number of School,2
Tawi-Tawi,PH157000000,Tumbagaan,PH157009012,Number of School,2
Tawi-Tawi,PH157000000,Parang Pantay,PH157009013,Number of School,1
Tawi-Tawi,PH157000000,Adnin,PH157009014,Number of School,2
Tawi-Tawi,PH157000000,Bakaw-bakaw,PH157009015,Number of School,1
Tawi-Tawi,PH157000000,BasLikud,PH157009016,Number of School,1
Tawi-Tawi,PH157000000,Jakarta (Lookan Latuan),PH157009017,Number of School,2
Tawi-Tawi,PH157000000,Kalupag,PH157009018,Number of School,1
Tawi-Tawi,PH157000000,Kiniktal,PH157009019,Number of School,2
Tawi-Tawi,PH157000000,Marang-marang,PH157009020,Number of School,5
Tawi-Tawi,PH157000000,Sikullis,PH157009021,Number of School,1
Tawi-Tawi,PH157000000,Tubig Dakula,PH157009022,Number of School,1
Tawi-Tawi,PH157000000,Baldatal Islam,PH157010001,Number of School,2
Tawi-Tawi,PH157000000,Lookan Banaran,PH157010002,Number of School,2
Tawi-Tawi,PH157000000,Tonggusong Banaran,PH157010003,Number of School,3
Tawi-Tawi,PH157000000,Butun,PH157010004,Number of School,2
Tawi-Tawi,PH157000000,Dalo-dalo,PH157010005,Number of School,1
Tawi-Tawi,PH157000000,Palate Gadjaminah,PH157010006,Number of School,2
Tawi-Tawi,PH157000000,Latuan (Suasang),PH157010008,Number of School,2
Tawi-Tawi,PH157000000,Lakit-lakit,PH157010009,Number of School,1
Tawi-Tawi,PH157000000,Tangngah (Lalung Sikubong),PH157010010,Number of School,2
Tawi-Tawi,PH157000000,Tabunan Likud Sikubong,PH157010011,Number of School,1
Tawi-Tawi,PH157000000,Malanta,PH157010012,Number of School,1
Tawi-Tawi,PH157000000,Mantabuan Tabunan,PH157010013,Number of School,2
Tawi-Tawi,PH157000000,Sapa-sapa (Pob.),PH157010014,Number of School,2
Tawi-Tawi,PH157000000,Tapian Bohe North,PH157010015,Number of School,2
Tawi-Tawi,PH157000000,Look Natuh,PH157010016,Number of School,1
Tawi-Tawi,PH157000000,Pamasan,PH157010019,Number of School,1
Tawi-Tawi,PH157000000,Sapaat,PH157010020,Number of School,1
Tawi-Tawi,PH157000000,Sukah-sukah,PH157010021,Number of School,1
Tawi-Tawi,PH157000000,Tapian Bohe South,PH157010022,Number of School,1
Tawi-Tawi,PH157000000,Datu Amilhamja Jaafar,PH157011002,Number of School,1
Tawi-Tawi,PH157000000,Hadji Mohtar Sulayman,PH157011004,Number of School,1
Tawi-Tawi,PH157000000,Ligayan,PH157011007,Number of School,3
Tawi-Tawi,PH157000000,Nunukan,PH157011008,Number of School,1
Tawi-Tawi,PH157000000,Sheik Makdum,PH157011009,Number of School,1
Tawi-Tawi,PH157000000,Sibutu (Pob.),PH157011010,Number of School,1
Tawi-Tawi,PH157000000,Talisay,PH157011011,Number of School,2
Tawi-Tawi,PH157000000,Tandu Banak,PH157011012,Number of School,3
Tawi-Tawi,PH157000000,Taungoh,PH157011013,Number of School,1
Tawi-Tawi,PH157000000,Tongehat,PH157011014,Number of School,2
Tawi-Tawi,PH157000000,Tongsibalo,PH157011015,Number of School,1
